date_time,holiday,temp,clouds_all,weather_main,traffic_volume,year,month,weekday,hour,day_part
2012-10-22 00:00:00,None,281.29,75,Clouds,498,2012,10,0,0,night
2012-10-22 01:00:00,None,281.01,75,Clouds,306,2012,10,0,1,dawn
2012-10-22 05:00:00,None,279.18,8,Mist,2622,2012,10,0,5,dawn
2012-10-23 21:00:00,None,286.29,90,Clouds,2450,2012,10,1,21,night
2012-10-24 04:00:00,None,285.94,100,Mist,793,2012,10,2,4,dawn
2012-10-03 20:00:00,None,288.19,20,Clouds,2898,2012,10,2,20,night
2012-10-04 06:00:00,None,280.74,1,Clear,5689,2012,10,3,6,morning
2012-10-04 18:00:00,None,296.36,40,Clouds,4907,2012,10,3,18,afternoon
2012-10-04 22:00:00,None,291.36,75,Clouds,1992,2012,10,3,22,night
2012-10-05 00:00:00,None,290.63,75,Clouds,627,2012,10,4,0,night
2012-10-06 06:00:00,None,275.4,1,Clear,1352,2012,10,5,6,morning
2012-10-07 08:00:00,None,274.77,75,Clouds,2232,2012,10,6,8,morning
2012-10-07 15:00:00,None,279.27,90,Clouds,4429,2012,10,6,15,afternoon
2012-10-07 19:00:00,None,278.11,90,Clouds,3382,2012,10,6,19,night
2012-10-07 23:00:00,None,273.92,20,Clouds,959,2012,10,6,23,night
2012-10-09 17:00:00,None,290.37,90,Clouds,6127,2012,10,1,17,afternoon
2012-10-09 22:00:00,None,283.46,90,Clouds,1846,2012,10,1,22,night
2012-10-10 19:00:00,None,282.6,81,Clear,3340,2012,10,2,19,night
2012-10-10 21:00:00,None,282.6,81,Clear,2603,2012,10,2,21,night
2012-10-13 21:00:00,None,281.84,75,Clouds,2769,2012,10,5,21,night
2012-10-13 23:00:00,None,282.18,90,Clouds,1931,2012,10,5,23,night
2012-10-14 03:00:00,None,282.23,90,Clouds,364,2012,10,6,3,dawn
2012-10-14 10:00:00,None,282.33,57,Mist,3370,2012,10,6,10,morning
2012-10-14 14:00:00,None,284.09,93,Rain,4358,2012,10,6,14,afternoon
2012-10-14 16:00:00,None,284.68,93,Mist,4234,2012,10,6,16,afternoon
2012-10-15 01:00:00,None,281.57,85,Fog,303,2012,10,0,1,dawn
2012-10-15 03:00:00,None,281.29,85,Fog,335,2012,10,0,3,dawn
2012-10-15 11:00:00,None,280.32,90,Clouds,4529,2012,10,0,11,morning
2012-10-15 16:00:00,None,287.6,20,Clouds,6246,2012,10,0,16,afternoon
2012-10-15 23:00:00,None,282.33,75,Clouds,927,2012,10,0,23,night
2012-10-16 02:00:00,None,278.93,1,Clear,257,2012,10,1,2,dawn
2012-10-16 04:00:00,None,277.21,1,Clear,769,2012,10,1,4,dawn
2012-10-16 05:00:00,None,276.61,1,Clear,2769,2012,10,1,5,dawn
2012-10-16 15:00:00,None,289.15,75,Clouds,5813,2012,10,1,15,afternoon
2012-10-17 01:00:00,None,286.93,75,Clouds,333,2012,10,2,1,dawn
2012-10-17 15:00:00,None,292.01,1,Clear,4714,2012,10,2,15,afternoon
2012-10-17 22:00:00,None,284.22,20,Clouds,1930,2012,10,2,22,night
2012-10-18 08:00:00,None,285.0,90,Clouds,5536,2012,10,3,8,morning
2012-10-18 11:00:00,None,289.59,90,Clouds,5107,2012,10,3,11,morning
2012-10-19 02:00:00,None,280.44,87,Mist,353,2012,10,4,2,dawn
2012-10-19 04:00:00,None,279.79,87,Drizzle,720,2012,10,4,4,dawn
2012-10-19 05:00:00,None,279.74,87,Rain,2370,2012,10,4,5,dawn
2012-10-19 21:00:00,None,280.66,92,Mist,2942,2012,10,4,21,night
2012-10-19 22:00:00,None,280.43,92,Drizzle,3077,2012,10,4,22,night
2012-10-20 01:00:00,None,280.28,96,Drizzle,773,2012,10,5,1,dawn
2012-10-20 02:00:00,None,280.38,96,Drizzle,589,2012,10,5,2,dawn
2012-10-20 09:00:00,None,281.7,100,Rain,3713,2012,10,5,9,morning
2012-10-20 18:00:00,None,283.14,40,Clouds,4337,2012,10,5,18,afternoon
2012-10-20 19:00:00,None,281.4,40,Clouds,3644,2012,10,5,19,night
2012-10-22 06:00:00,None,279.05,8,Mist,5456,2012,10,0,6,morning
2012-10-22 10:00:00,None,282.7,38,Clear,4324,2012,10,0,10,morning
2012-10-22 18:00:00,None,291.47,20,Clouds,4272,2012,10,0,18,afternoon
2012-10-22 22:00:00,None,285.45,75,Clouds,1383,2012,10,0,22,night
2012-10-22 23:00:00,None,285.33,90,Clouds,959,2012,10,0,23,night
2012-10-23 12:00:00,None,286.63,90,Clouds,4826,2012,10,1,12,morning
2012-10-23 23:00:00,None,285.61,90,Clouds,1021,2012,10,1,23,night
2012-10-24 01:00:00,None,285.51,90,Clouds,298,2012,10,2,1,dawn
2012-10-24 08:00:00,None,285.55,90,Drizzle,5607,2012,10,2,8,morning
2012-10-24 12:00:00,None,288.36,90,Fog,4982,2012,10,2,12,morning
2012-10-24 14:00:00,None,289.88,90,Mist,5212,2012,10,2,14,afternoon
2012-10-24 17:00:00,None,289.62,90,Mist,5855,2012,10,2,17,afternoon
2012-10-24 18:00:00,None,289.61,90,Haze,4416,2012,10,2,18,afternoon
2012-10-25 03:00:00,None,286.44,90,Mist,370,2012,10,3,3,dawn
2012-10-25 04:00:00,None,285.32,90,Fog,809,2012,10,3,4,dawn
2012-10-25 11:00:00,None,287.36,90,Mist,4723,2012,10,3,11,morning
2012-10-25 13:00:00,None,287.29,90,Clouds,5062,2012,10,3,13,afternoon
2012-10-25 15:00:00,None,285.8,90,Rain,5888,2012,10,3,15,afternoon
2012-10-25 18:00:00,None,284.29,90,Rain,5351,2012,10,3,18,afternoon
2012-10-25 22:00:00,None,282.82,90,Clouds,1979,2012,10,3,22,night
2012-10-24 13:00:00,None,289.08,90,Haze,5032,2012,10,2,13,afternoon
2012-10-24 13:00:00,None,289.08,90,Fog,5032,2012,10,2,13,afternoon
2012-10-24 16:00:00,None,290.01,90,Mist,5812,2012,10,2,16,afternoon
2012-10-24 18:00:00,None,289.61,90,Mist,4416,2012,10,2,18,afternoon
2012-10-24 21:00:00,None,287.06,20,Mist,2498,2012,10,2,21,night
2012-10-25 02:00:00,None,287.23,90,Mist,272,2012,10,3,2,dawn
2012-10-25 08:00:00,None,285.02,90,Mist,5309,2012,10,3,8,morning
2012-10-25 14:00:00,None,286.41,90,Mist,5450,2012,10,3,14,afternoon
2012-10-25 15:00:00,None,285.8,90,Drizzle,5888,2012,10,3,15,afternoon
2012-10-25 18:00:00,None,284.29,90,Mist,5351,2012,10,3,18,afternoon
2012-10-25 19:00:00,None,283.79,90,Mist,3500,2012,10,3,19,night
2012-10-25 20:00:00,None,283.44,90,Drizzle,2856,2012,10,3,20,night
2012-10-25 23:00:00,None,282.13,90,Clouds,1284,2012,10,3,23,night
2012-10-26 00:00:00,None,281.05,90,Drizzle,665,2012,10,4,0,night
2012-10-26 04:00:00,None,278.93,90,Mist,705,2012,10,4,4,dawn
2012-10-26 04:00:00,None,278.93,90,Rain,705,2012,10,4,4,dawn
2012-10-26 05:00:00,None,278.27,90,Rain,2430,2012,10,4,5,dawn
2012-10-26 06:00:00,None,278.07,90,Rain,5426,2012,10,4,6,morning
2012-10-26 20:00:00,None,276.23,90,Clouds,3249,2012,10,4,20,night
2012-10-26 23:00:00,None,276.28,90,Clouds,1894,2012,10,4,23,night
2012-10-27 01:00:00,None,275.36,90,Clouds,822,2012,10,5,1,dawn
2012-10-27 03:00:00,None,274.28,20,Clouds,411,2012,10,5,3,dawn
2012-10-27 11:00:00,None,276.11,90,Clouds,6012,2012,10,5,11,morning
2012-10-27 23:00:00,None,273.62,20,Clouds,2240,2012,10,5,23,night
2012-10-28 01:00:00,None,273.54,90,Clouds,795,2012,10,6,1,dawn
2012-10-28 06:00:00,None,272.16,75,Clouds,755,2012,10,6,6,morning
2012-10-28 10:00:00,None,274.06,1,Clear,3230,2012,10,6,10,morning
2012-10-28 16:00:00,None,278.81,75,Clouds,4521,2012,10,6,16,afternoon
2012-10-28 17:00:00,None,278.27,75,Clouds,4280,2012,10,6,17,afternoon
2012-10-29 00:00:00,None,271.78,40,Clouds,530,2012,10,0,0,night
2012-10-29 07:00:00,None,271.46,40,Clouds,6642,2012,10,0,7,morning
2012-10-29 15:00:00,None,279.89,90,Clouds,5606,2012,10,0,15,afternoon
2012-10-29 17:00:00,None,279.82,40,Clouds,5985,2012,10,0,17,afternoon
2012-10-30 04:00:00,None,273.15,75,Clouds,762,2012,10,1,4,dawn
2012-10-30 06:00:00,None,272.69,20,Clouds,5478,2012,10,1,6,morning
2012-10-30 19:00:00,None,278.78,75,Clouds,3246,2012,10,1,19,night
2012-10-31 04:00:00,None,272.39,1,Clear,765,2012,10,2,4,dawn
2012-10-31 08:00:00,None,271.17,20,Clouds,6079,2012,10,2,8,morning
2012-10-31 20:00:00,None,276.86,20,Clouds,2690,2012,10,2,20,night
2012-11-01 02:00:00,None,270.15,1,Clear,324,2012,11,3,2,dawn
2012-11-01 09:00:00,None,270.9,1,Clear,5327,2012,11,3,9,morning
2012-11-02 13:00:00,None,279.59,75,Clouds,5446,2012,11,4,13,afternoon
2012-11-02 16:00:00,None,279.76,40,Clouds,6323,2012,11,4,16,afternoon
2012-11-02 20:00:00,None,274.98,20,Clouds,2902,2012,11,4,20,night
2012-11-02 23:00:00,None,272.06,1,Clear,1693,2012,11,4,23,night
2012-11-03 12:00:00,None,274.85,75,Clouds,4833,2012,11,5,12,morning
2012-11-03 22:00:00,None,275.67,90,Clouds,2552,2012,11,5,22,night
2012-11-04 00:00:00,None,275.67,90,Clouds,2125,2012,11,6,0,night
2012-11-04 07:00:00,None,275.08,90,Clouds,1165,2012,11,6,7,morning
2012-11-04 10:00:00,None,276.1,90,Clouds,3527,2012,11,6,10,morning
2012-11-04 17:00:00,None,278.09,90,Clouds,3620,2012,11,6,17,afternoon
2012-11-05 23:00:00,None,280.56,46,Clear,938,2012,11,0,23,night
2012-11-06 09:00:00,None,274.91,99,Clear,5720,2012,11,1,9,morning
2012-11-06 10:00:00,None,274.91,99,Clear,4612,2012,11,1,10,morning
2012-11-06 14:00:00,None,278.19,90,Clouds,5490,2012,11,1,14,afternoon
2012-11-07 04:00:00,None,277.15,90,Rain,790,2012,11,2,4,dawn
2012-11-07 06:00:00,None,277.51,90,Mist,5788,2012,11,2,6,morning
2012-11-07 07:00:00,None,277.41,90,Drizzle,7088,2012,11,2,7,morning
2012-11-07 13:00:00,None,278.99,90,Clouds,4889,2012,11,2,13,afternoon
2012-11-07 15:00:00,None,278.57,90,Drizzle,5678,2012,11,2,15,afternoon
2012-11-07 16:00:00,None,278.21,90,Mist,6267,2012,11,2,16,afternoon
2012-10-26 05:00:00,None,278.27,90,Mist,2430,2012,10,4,5,dawn
2012-10-26 07:00:00,None,277.53,90,Rain,6499,2012,10,4,7,morning
2012-10-26 08:00:00,None,276.23,90,Rain,5856,2012,10,4,8,morning
2012-10-26 11:00:00,None,275.03,90,Mist,5341,2012,10,4,11,morning
2012-10-27 05:00:00,None,273.71,1,Clear,723,2012,10,5,5,dawn
2012-10-27 08:00:00,None,274.58,75,Clouds,3185,2012,10,5,8,morning
2012-10-27 09:00:00,None,275.39,90,Clouds,4076,2012,10,5,9,morning
2012-10-27 10:00:00,None,275.44,0,Clear,4522,2012,10,5,10,morning
2012-10-28 18:00:00,None,276.67,75,Clouds,3945,2012,10,6,18,afternoon
2012-10-29 04:00:00,None,272.24,90,Clouds,799,2012,10,0,4,dawn
2012-10-29 13:00:00,None,278.5,90,Clouds,4836,2012,10,0,13,afternoon
2012-10-29 22:00:00,None,276.06,75,Clouds,1437,2012,10,0,22,night
2012-10-30 03:00:00,None,273.5,1,Clear,352,2012,10,1,3,dawn
2012-10-30 05:00:00,None,273.0,20,Clouds,2519,2012,10,1,5,dawn
2012-10-30 12:00:00,None,278.47,90,Clouds,5125,2012,10,1,12,morning
2012-10-30 20:00:00,None,278.5,90,Clouds,2834,2012,10,1,20,night
2012-10-30 21:00:00,None,276.93,75,Clouds,2578,2012,10,1,21,night
2012-10-31 14:00:00,None,281.22,20,Clouds,5274,2012,10,2,14,afternoon
2012-11-01 01:00:00,None,270.91,1,Clear,453,2012,11,3,1,dawn
2012-11-01 10:00:00,None,273.45,1,Clear,4756,2012,11,3,10,morning
2012-11-01 16:00:00,None,283.13,1,Clear,6317,2012,11,3,16,afternoon
2012-11-02 11:00:00,None,278.78,90,Clouds,5330,2012,11,4,11,morning
2012-11-02 15:00:00,None,280.0,40,Clouds,6093,2012,11,4,15,afternoon
2012-11-03 00:00:00,None,272.01,20,Clouds,1166,2012,11,5,0,night
2012-11-03 02:00:00,None,271.3,75,Clouds,568,2012,11,5,2,dawn
2012-11-03 18:00:00,None,276.29,75,Clouds,4004,2012,11,5,18,afternoon
2012-11-04 15:00:00,None,278.44,90,Clouds,4105,2012,11,6,15,afternoon
2012-11-04 23:00:00,None,276.54,90,Rain,999,2012,11,6,23,night
2012-11-05 01:00:00,None,275.67,75,Clouds,1299,2012,11,0,1,dawn
2012-11-05 10:00:00,None,275.99,90,Clouds,4408,2012,11,0,10,morning
2012-11-05 20:00:00,None,280.56,46,Clear,2415,2012,11,0,20,night
2012-11-06 01:00:00,None,274.41,98,Clear,313,2012,11,1,1,dawn
2012-11-06 06:00:00,None,274.41,98,Clear,5330,2012,11,1,6,morning
2012-11-06 12:00:00,None,277.12,90,Mist,4666,2012,11,1,12,morning
2012-11-06 13:00:00,None,278.04,90,Clouds,5022,2012,11,1,13,afternoon
2012-11-06 17:00:00,None,278.65,90,Mist,5453,2012,11,1,17,afternoon
2012-11-06 19:00:00,None,278.87,90,Mist,2835,2012,11,1,19,night
2012-11-07 00:00:00,None,278.03,90,Haze,792,2012,11,2,0,night
2012-11-07 00:00:00,None,278.03,90,Rain,792,2012,11,2,0,night
2012-11-07 03:00:00,None,276.83,90,Mist,474,2012,11,2,3,dawn
2012-11-07 06:00:00,None,277.51,90,Rain,5788,2012,11,2,6,morning
2012-11-07 06:00:00,None,277.51,90,Drizzle,5788,2012,11,2,6,morning
2012-11-07 16:00:00,None,278.21,90,Rain,6267,2012,11,2,16,afternoon
2012-11-07 17:00:00,None,277.96,90,Mist,6057,2012,11,2,17,afternoon
2012-11-07 21:00:00,None,276.98,90,Clouds,2347,2012,11,2,21,night
2012-11-08 01:00:00,None,276.64,90,Clouds,357,2012,11,3,1,dawn
2012-10-02 09:00:00,None,288.28,40,Clouds,5545,2012,10,1,9,morning
2012-10-02 11:00:00,None,289.58,90,Clouds,4767,2012,10,1,11,morning
2012-10-04 00:00:00,None,284.55,1,Clear,598,2012,10,3,0,night
2012-10-04 05:00:00,None,281.32,1,Clear,2726,2012,10,3,5,dawn
2012-10-04 07:00:00,None,280.57,1,Clear,6990,2012,10,3,7,morning
2012-10-04 15:00:00,None,298.17,1,Clear,5713,2012,10,3,15,afternoon
2012-10-05 07:00:00,None,281.69,90,Clouds,6628,2012,10,4,7,morning
2012-10-05 16:00:00,None,281.73,90,Clouds,6069,2012,10,4,16,afternoon
2012-10-05 17:00:00,None,281.42,90,Clouds,6169,2012,10,4,17,afternoon
2012-10-07 06:00:00,None,275.05,90,Clouds,1508,2012,10,6,6,morning
2012-10-07 13:00:00,None,278.45,90,Clouds,6640,2012,10,6,13,afternoon
2012-10-08 05:00:00,None,270.33,1,Clear,2571,2012,10,0,5,dawn
2012-10-09 00:00:00,None,277.78,1,Clear,515,2012,10,1,0,night
2012-10-09 02:00:00,None,277.47,1,Clear,251,2012,10,1,2,dawn
2012-10-09 05:00:00,None,276.52,40,Clouds,2678,2012,10,1,5,dawn
2012-10-09 09:00:00,None,279.35,90,Clouds,5599,2012,10,1,9,morning
2012-10-09 20:00:00,None,287.36,90,Clouds,2775,2012,10,1,20,night
2012-10-10 07:00:00,None,281.25,99,Rain,6793,2012,10,2,7,morning
2012-10-10 14:00:00,None,282.05,90,Clouds,5227,2012,10,2,14,afternoon
2012-10-11 04:00:00,None,274.05,75,Clouds,850,2012,10,3,4,dawn
2012-10-11 15:00:00,None,284.1,50,Clear,5818,2012,10,3,15,afternoon
2012-10-11 22:00:00,None,282.16,90,Clouds,2094,2012,10,3,22,night
2012-10-11 23:00:00,None,282.53,90,Clouds,1284,2012,10,3,23,night
2012-10-12 01:00:00,None,284.64,90,Clouds,410,2012,10,4,1,dawn
2012-10-12 10:00:00,None,279.29,75,Clouds,4864,2012,10,4,10,morning
2012-10-12 14:00:00,None,281.84,75,Clouds,5758,2012,10,4,14,afternoon
2012-10-12 23:00:00,None,282.2,56,Clear,1897,2012,10,4,23,night
2012-10-13 03:00:00,None,270.29,20,Clouds,413,2012,10,5,3,dawn
2012-10-13 06:00:00,None,268.91,1,Clear,1420,2012,10,5,6,morning
2012-10-13 08:00:00,None,269.23,40,Clouds,3479,2012,10,5,8,morning
2012-10-13 10:00:00,None,276.78,20,Clouds,4579,2012,10,5,10,morning
2012-10-13 15:00:00,None,283.96,1,Clear,4483,2012,10,5,15,afternoon
2012-10-13 19:00:00,None,281.85,20,Clouds,3672,2012,10,5,19,night
2012-10-14 00:00:00,None,282.49,90,Clouds,1309,2012,10,6,0,night
2012-10-14 04:00:00,None,282.08,90,Clouds,262,2012,10,6,4,dawn
2012-10-14 11:00:00,None,282.82,57,Mist,3662,2012,10,6,11,morning
2012-10-14 13:00:00,None,283.75,93,Drizzle,4128,2012,10,6,13,afternoon
2012-10-14 15:00:00,None,284.55,93,Mist,4342,2012,10,6,15,afternoon
2012-10-14 15:00:00,None,284.55,93,Rain,4342,2012,10,6,15,afternoon
2012-10-14 21:00:00,None,283.58,93,Mist,2439,2012,10,6,21,night
2012-10-14 22:00:00,None,283.04,93,Mist,1819,2012,10,6,22,night
2012-10-14 23:00:00,None,281.95,93,Fog,1002,2012,10,6,23,night
2012-10-15 00:00:00,None,281.61,93,Mist,542,2012,10,0,0,night
2012-10-15 07:00:00,None,280.19,100,Mist,6798,2012,10,0,7,morning
2012-10-16 09:00:00,None,277.91,20,Clouds,5254,2012,10,1,9,morning
2012-10-16 12:00:00,None,286.01,40,Clouds,5015,2012,10,1,12,morning
2012-10-16 14:00:00,None,288.15,75,Clouds,5430,2012,10,1,14,afternoon
2012-10-17 16:00:00,None,292.61,1,Clear,6723,2012,10,2,16,afternoon
2012-10-17 17:00:00,None,292.65,1,Clear,6180,2012,10,2,17,afternoon
2012-10-17 18:00:00,None,290.52,40,Clouds,4843,2012,10,2,18,afternoon
2012-10-18 17:00:00,None,286.94,90,Clouds,5953,2012,10,3,17,afternoon
2012-10-18 20:00:00,None,283.44,100,Rain,2921,2012,10,3,20,night
2012-10-19 06:00:00,None,279.65,87,Mist,5162,2012,10,4,6,morning
2012-10-19 12:00:00,None,281.0,90,Clouds,4489,2012,10,4,12,morning
2012-10-19 16:00:00,None,282.27,92,Rain,4945,2012,10,4,16,afternoon
2012-10-19 17:00:00,None,282.41,92,Rain,4619,2012,10,4,17,afternoon
2012-10-20 05:00:00,None,280.96,96,Rain,759,2012,10,5,5,dawn
2012-10-20 07:00:00,None,281.28,100,Rain,1824,2012,10,5,7,morning
2012-10-20 12:00:00,None,282.71,100,Mist,4613,2012,10,5,12,morning
2012-10-21 23:00:00,None,281.26,90,Clouds,959,2012,10,6,23,night
2012-10-22 02:00:00,None,280.57,40,Clouds,259,2012,10,0,2,dawn
2012-10-22 03:00:00,None,280.54,75,Clouds,324,2012,10,0,3,dawn
2012-10-22 14:00:00,None,292.21,75,Clouds,5006,2012,10,0,14,afternoon
2012-10-22 21:00:00,None,286.1,1,Clear,1984,2012,10,0,21,night
2012-10-23 03:00:00,None,283.55,75,Clouds,349,2012,10,1,3,dawn
2012-10-02 14:00:00,None,291.72,1,Clear,5181,2012,10,1,14,afternoon
2012-10-03 00:00:00,None,284.63,1,Clear,506,2012,10,2,0,night
2012-10-03 12:00:00,None,291.97,1,Clear,5097,2012,10,2,12,morning
2012-10-03 18:00:00,None,293.66,20,Clouds,4623,2012,10,2,18,afternoon
2012-10-03 22:00:00,None,286.25,1,Clear,1777,2012,10,2,22,night
2012-10-04 03:00:00,None,282.04,1,Clear,367,2012,10,3,3,dawn
2012-10-04 08:00:00,None,281.86,1,Clear,5985,2012,10,3,8,morning
2012-10-04 09:00:00,None,284.98,1,Clear,5309,2012,10,3,9,morning
2012-10-04 11:00:00,None,291.55,1,Clear,4884,2012,10,3,11,morning
2012-10-05 03:00:00,None,289.26,0,Clear,368,2012,10,4,3,dawn
2012-10-05 10:00:00,None,280.11,75,Clouds,4770,2012,10,4,10,morning
2012-10-06 12:00:00,None,279.08,40,Clouds,5669,2012,10,5,12,morning
2012-10-07 14:00:00,None,279.27,90,Clouds,6589,2012,10,6,14,afternoon
2012-10-08 01:00:00,None,272.62,20,Clouds,336,2012,10,0,1,dawn
2012-10-08 12:00:00,None,279.84,1,Clear,4648,2012,10,0,12,morning
2012-10-08 15:00:00,None,283.48,1,Clear,5502,2012,10,0,15,afternoon
2012-10-09 06:00:00,None,276.6,40,Clouds,5733,2012,10,1,6,morning
2012-10-09 16:00:00,None,288.53,90,Clouds,6349,2012,10,1,16,afternoon
2012-10-09 19:00:00,None,288.86,75,Clouds,3418,2012,10,1,19,night
2012-10-09 23:00:00,None,282.45,90,Clouds,947,2012,10,1,23,night
2012-10-10 12:00:00,None,282.09,75,Clouds,5030,2012,10,2,12,morning
2012-10-10 18:00:00,None,282.6,81,Clear,4775,2012,10,2,18,afternoon
2012-10-11 05:00:00,None,273.71,40,Clouds,2791,2012,10,3,5,dawn
2012-10-11 14:00:00,None,284.1,50,Clear,5557,2012,10,3,14,afternoon
2012-10-11 18:00:00,None,283.32,90,Clouds,4949,2012,10,3,18,afternoon
2012-10-11 20:00:00,None,281.95,90,Clouds,3039,2012,10,3,20,night
2012-10-12 02:00:00,None,284.61,90,Clouds,331,2012,10,4,2,dawn
2012-10-12 05:00:00,None,280.77,72,Drizzle,2561,2012,10,4,5,dawn
2012-10-13 05:00:00,None,269.27,1,Clear,740,2012,10,5,5,dawn
2012-10-13 20:00:00,None,281.38,1,Clear,3015,2012,10,5,20,night
2012-10-13 22:00:00,None,282.23,90,Clouds,2875,2012,10,5,22,night
2012-10-14 13:00:00,None,283.75,93,Rain,4128,2012,10,6,13,afternoon
2012-10-14 19:00:00,None,284.17,93,Mist,3453,2012,10,6,19,night
2012-10-15 04:00:00,None,281.02,85,Mist,810,2012,10,0,4,dawn
2012-10-15 05:00:00,None,280.82,85,Fog,2606,2012,10,0,5,dawn
2012-10-15 10:00:00,None,280.07,100,Mist,4473,2012,10,0,10,morning
2012-10-16 00:00:00,None,281.21,20,Clouds,500,2012,10,1,0,night
2012-10-16 01:00:00,None,279.87,1,Clear,324,2012,10,1,1,dawn
